date,n1,n2,n3,n4,n5,s1,s2
30-Jul-13,3,4,11,14,43,1,6
26-Jul-13,12,23,29,38,49,3,4
23-Jul-13,14,15,16,19,44,4,5
19-Jul-13,13,16,24,26,35,2,5
16-Jul-13,19,23,34,47,50,4,6
12-Jul-13,18,26,32,33,42,2,3
09-Jul-13,16,18,31,38,49,4,10
05-Jul-13,4,12,15,28,33,1,10
02-Jul-13,11,13,14,28,30,4,5
28-Jun-13,1,15,28,35,47,1,7
25-Jun-13,4,5,13,27,35,1,2
21-Jun-13,10,11,30,36,45,1,2
18-Jun-13,17,24,33,41,44,1,11
14-Jun-13,10,25,41,47,48,6,10
11-Jun-13,5,7,9,25,41,1,5
07-Jun-13,7,14,26,45,50,2,7
04-Jun-13,31,33,34,37,40,1,6
31-May-13,27,28,29,34,43,5,10
28-May-13,8,13,26,34,38,3,11
24-May-13,7,17,22,27,40,2,3
21-May-13,7,8,19,28,29,5,9
17-May-13,6,20,24,25,50,9,10
14-May-13,7,8,24,27,36,5,11
10-May-13,1,32,35,45,48,4,11
07-May-13,13,27,28,42,43,4,6
03-May-13,3,5,34,40,49,2,3
30-Apr-13,13,36,40,43,50,5,9
26-Apr-13,11,16,24,38,40,2,5
23-Apr-13,1,4,7,10,50,4,11
19-Apr-13,1,8,42,46,48,4,7
16-Apr-13,1,11,22,33,50,4,6
12-Apr-13,5,10,15,28,45,3,9
09-Apr-13,15,35,38,44,48,5,10
05-Apr-13,1,11,17,32,39,2,7
02-Apr-13,12,17,25,29,41,1,4
29-Mar-13,13,30,43,44,46,5,9
26-Mar-13,4,26,30,42,44,6,11
22-Mar-13,12,27,32,34,49,8,9
19-Mar-13,19,32,35,37,44,1,9
15-Mar-13,4,14,21,24,39,3,10
12-Mar-13,2,4,10,22,50,5,8
08-Mar-13,3,20,23,28,42,8,11
05-Mar-13,8,19,31,33,39,2,7
01-Mar-13,1,11,29,36,42,4,5
26-Feb-13,3,12,13,17,30,2,6
22-Feb-13,15,16,28,36,37,2,11
19-Feb-13,12,15,28,30,44,8,9
15-Feb-13,2,4,22,28,42,4,9
12-Feb-13,5,11,16,25,28,7,9
08-Feb-13,9,11,14,34,44,10,11
05-Feb-13,6,25,31,40,45,6,7
01-Feb-13,5,21,34,37,38,1,6
29-Jan-13,9,16,26,36,39,2,6
25-Jan-13,3,10,18,31,37,2,4
22-Jan-13,1,10,44,45,48,1,4
18-Jan-13,4,26,27,30,39,3,10
15-Jan-13,22,38,40,42,47,1,11
11-Jan-13,4,22,29,37,41,4,7
08-Jan-13,2,20,22,26,47,5,9
04-Jan-13,4,10,22,27,41,8,10
01-Jan-13,2,7,8,36,49,1,11
28-Dec-12,17,24,26,27,49,3,5
25-Dec-12,14,18,20,23,32,3,10
21-Dec-12,3,5,22,40,42,3,10
18-Dec-12,14,18,20,35,44,2,5
14-Dec-12,10,11,29,40,43,3,11
11-Dec-12,1,4,9,43,50,6,8
07-Dec-12,10,16,18,31,42,2,5
04-Dec-12,5,10,28,29,44,2,4
30-Nov-12,10,18,23,24,40,3,4
27-Nov-12,6,10,23,44,49,1,7
23-Nov-12,1,9,11,20,40,1,5
20-Nov-12,28,30,42,45,49,5,10
16-Nov-12,10,15,19,23,41,2,9
13-Nov-12,11,16,21,24,29,2,6
09-Nov-12,14,21,22,28,47,4,5
06-Nov-12,7,20,25,35,41,1,9
02-Nov-12,3,6,10,11,44,3,4
30-Oct-12,23,24,25,31,44,2,3
26-Oct-12,5,6,9,27,38,5,11
23-Oct-12,1,28,35,38,50,2,10
19-Oct-12,16,29,37,40,44,8,10
16-Oct-12,10,32,40,41,49,2,8
12-Oct-12,6,7,17,35,43,2,8
09-Oct-12,2,8,10,23,25,8,9
05-Oct-12,9,16,18,19,21,2,3
02-Oct-12,4,16,21,36,42,7,8
28-Sep-12,20,23,26,30,33,6,9
25-Sep-12,7,25,27,48,49,1,4
21-Sep-12,4,19,34,41,43,7,11
18-Sep-12,6,7,38,39,44,7,9
14-Sep-12,3,10,23,27,44,7,9
11-Sep-12,6,15,22,37,44,2,4
07-Sep-12,13,15,30,35,42,4,6
04-Sep-12,11,17,18,39,44,5,10
31-Aug-12,16,28,31,33,48,7,11
28-Aug-12,1,18,25,26,44,4,5
24-Aug-12,5,6,12,19,37,3,7
21-Aug-12,4,5,17,38,48,3,4
17-Aug-12,19,25,28,33,44,2,8
14-Aug-12,1,16,38,42,45,9,10
10-Aug-12,11,17,21,48,50,9,10
07-Aug-12,20,27,34,46,50,2,3
03-Aug-12,24,34,35,42,46,1,5
31-Jul-12,4,29,35,36,39,8,9
27-Jul-12,14,15,21,23,48,2,10
24-Jul-12,4,16,18,25,44,1,11
20-Jul-12,10,19,23,45,49,9,10
17-Jul-12,2,7,24,43,46,8,10
13-Jul-12,8,18,25,35,46,4,9
10-Jul-12,1,3,16,24,37,1,8
06-Jul-12,31,32,38,40,42,1,3
03-Jul-12,2,7,22,27,40,3,6
29-Jun-12,14,17,28,29,39,1,11
26-Jun-12,1,11,20,22,35,8,10
22-Jun-12,14,18,19,43,49,3,7
19-Jun-12,7,17,20,35,50,5,11
15-Jun-12,10,22,27,38,48,3,7
12-Jun-12,8,15,26,30,48,9,10
08-Jun-12,5,11,22,34,40,9,11
05-Jun-12,13,34,37,47,49,8,9
01-Jun-12,2,4,14,26,36,9,10
29-May-12,8,15,17,25,28,3,11
25-May-12,12,22,35,46,49,2,8
22-May-12,16,31,32,37,41,1,7
18-May-12,13,29,43,47,50,9,11
15-May-12,2,11,13,26,50,2,5
11-May-12,1,13,17,38,44,2,11
08-May-12,3,21,34,38,48,5,8
04-May-12,3,26,39,40,41,1,2
01-May-12,4,5,15,19,41,9,11
27-Apr-12,20,27,30,36,43,1,6
24-Apr-12,8,9,24,43,48,3,5
20-Apr-12,3,6,29,32,41,10,11
17-Apr-12,10,28,33,48,49,1,10
13-Apr-12,8,13,26,39,43,3,5
10-Apr-12,22,25,27,36,37,5,9
06-Apr-12,11,20,30,35,45,2,3
03-Apr-12,1,8,18,25,30,9,10
30-Mar-12,4,17,23,36,46,6,10
27-Mar-12,24,27,29,34,36,7,8
23-Mar-12,9,15,23,31,50,8,11
20-Mar-12,15,16,28,30,46,3,4
16-Mar-12,3,4,12,23,50,4,7
13-Mar-12,1,10,25,43,47,8,9
09-Mar-12,3,32,36,39,47,6,9
06-Mar-12,23,24,27,37,47,2,6
02-Mar-12,5,6,11,30,44,2,6
28-Feb-12,1,10,17,33,48,2,3
24-Feb-12,3,7,12,26,34,8,10
21-Feb-12,11,14,24,25,29,7,11
17-Feb-12,4,11,28,38,47,10,11
14-Feb-12,14,27,36,42,46,8,11
10-Feb-12,3,8,14,31,41,7,11
07-Feb-12,3,15,17,28,33,2,4
03-Feb-12,16,19,20,25,28,1,10
31-Jan-12,9,34,38,43,45,2,4
27-Jan-12,10,13,19,39,44,2,6
24-Jan-12,1,2,6,20,36,8,11
20-Jan-12,2,10,22,27,28,6,8
17-Jan-12,12,22,30,31,44,5,6
13-Jan-12,13,14,21,27,39,6,8
10-Jan-12,4,9,10,30,40,2,9
06-Jan-12,1,6,10,12,31,2,7
03-Jan-12,3,30,42,45,49,5,10
30-Dec-11,16,36,43,44,50,7,8
27-Dec-11,19,21,25,26,44,3,7
23-Dec-11,7,21,22,24,28,1,11
20-Dec-11,1,9,12,14,48,1,7
16-Dec-11,2,5,10,23,31,2,5
13-Dec-11,7,12,18,33,37,1,11
09-Dec-11,12,21,29,44,47,1,2
06-Dec-11,19,20,21,34,38,3,9
02-Dec-11,7,27,30,40,43,8,9
29-Nov-11,11,25,41,45,50,2,7
25-Nov-11,14,19,26,28,34,5,8
22-Nov-11,16,18,24,38,40,2,4
18-Nov-11,4,12,24,39,44,2,4
15-Nov-11,6,17,22,45,47,3,11
11-Nov-11,1,4,18,23,30,3,7
08-Nov-11,1,4,15,29,40,1,5
04-Nov-11,11,14,41,43,50,2,9
01-Nov-11,14,20,23,45,46,1,11
28-Oct-11,16,17,20,39,50,4,8
25-Oct-11,12,22,27,28,39,4,10
21-Oct-11,2,19,33,37,46,5,8
18-Oct-11,18,23,37,46,48,2,10
14-Oct-11,12,23,29,32,47,3,5
11-Oct-11,1,4,12,16,48,9,10
07-Oct-11,18,26,34,38,42,5,8
04-Oct-11,14,16,23,38,45,8,11
30-Sep-11,5,15,28,31,44,1,6
27-Sep-11,18,27,28,35,40,3,5
23-Sep-11,6,14,33,34,48,2,6
20-Sep-11,9,19,25,36,38,7,11
16-Sep-11,2,8,17,39,42,3,10
13-Sep-11,9,28,30,32,49,9,10
09-Sep-11,5,21,28,31,34,1,2
06-Sep-11,35,42,47,48,50,8,9
02-Sep-11,12,26,37,38,44,4,7
30-Aug-11,2,8,10,19,46,5,9
26-Aug-11,12,22,25,33,45,5,7
23-Aug-11,4,6,14,42,50,2,4
19-Aug-11,6,14,16,28,31,2,11
16-Aug-11,1,13,17,18,45,3,8
12-Aug-11,7,10,20,27,37,4,7
09-Aug-11,7,23,24,34,36,8,11
05-Aug-11,13,14,18,32,34,1,10
02-Aug-11,5,8,14,24,33,3,8
29-Jul-11,12,19,27,37,38,5,10
26-Jul-11,1,5,22,25,48,3,11
22-Jul-11,4,15,23,49,50,2,6
19-Jul-11,3,16,25,26,35,5,9
15-Jul-11,6,26,33,34,39,3,4
12-Jul-11,17,19,38,42,45,9,10
08-Jul-11,12,13,23,40,49,7,10
05-Jul-11,11,28,29,47,49,1,5
01-Jul-11,8,11,23,31,46,8,9
28-Jun-11,15,16,30,44,50,2,3
24-Jun-11,5,16,20,30,41,6,11
21-Jun-11,17,20,35,49,50,3,4
17-Jun-11,11,16,21,22,44,3,8
14-Jun-11,5,12,19,41,48,8,10
10-Jun-11,3,19,20,37,48,8,11
07-Jun-11,6,25,36,38,40,4,10
03-Jun-11,4,39,40,49,50,2,5
31-May-11,1,9,10,22,50,5,11
27-May-11,9,17,25,28,49,8,9
24-May-11,16,23,24,26,29,2,9
20-May-11,10,14,20,25,42,8,11
17-May-11,20,21,37,45,46,2,3
13-May-11,9,11,17,36,47,1,2
10-May-11,3,10,15,28,45,5,7
06-May-11,11,16,20,22,28,4,9
29-Apr-11,15,25,38,40,41,1,2
22-Apr-11,11,22,36,45,48,1,4
15-Apr-11,4,6,21,39,41,2,6
08-Apr-11,21,23,38,47,50,2,6
01-Apr-11,4,17,21,22,33,4,8
25-Mar-11,6,12,21,27,33,3,7
18-Mar-11,1,13,20,26,50,6,7
11-Mar-11,17,19,24,37,46,2,7
04-Mar-11,11,25,27,28,41,5,8
25-Feb-11,12,13,42,45,48,3,9
18-Feb-11,2,3,15,45,49,5,9
11-Feb-11,12,14,15,19,23,7,8
04-Feb-11,2,11,24,35,47,5,9
28-Jan-11,13,23,24,41,42,1,5
21-Jan-11,3,11,13,18,21,4,5
14-Jan-11,2,14,24,39,44,6,7
07-Jan-11,1,22,32,48,50,6,7
31-Dec-10,2,24,34,38,43,1,7
24-Dec-10,19,36,38,42,46,2,8
17-Dec-10,3,20,29,35,42,3,8
10-Dec-10,2,3,10,33,46,7,8
03-Dec-10,8,19,28,32,46,4,7
26-Nov-10,9,28,36,41,49,5,7
19-Nov-10,12,15,32,36,45,7,9
12-Nov-10,7,19,23,29,47,1,6
05-Nov-10,21,23,33,40,50,4,5
29-Oct-10,16,20,22,32,42,8,9
22-Oct-10,4,5,9,11,39,3,5
15-Oct-10,2,31,36,38,43,3,7
08-Oct-10,9,30,35,39,46,6,8
01-Oct-10,1,4,6,27,48,1,6
24-Sep-10,1,4,16,40,48,1,9
17-Sep-10,17,27,29,38,50,1,3
10-Sep-10,17,21,35,41,45,1,5
03-Sep-10,13,24,26,47,49,4,8
27-Aug-10,1,6,13,30,49,1,9
20-Aug-10,5,27,31,40,42,1,6
13-Aug-10,4,9,15,21,47,2,7
06-Aug-10,13,25,28,29,42,4,5
30-Jul-10,3,4,11,28,39,2,8
23-Jul-10,4,13,35,37,46,3,9
16-Jul-10,38,39,45,46,49,7,8
09-Jul-10,9,24,37,39,49,3,9
02-Jul-10,12,13,36,41,46,1,8
25-Jun-10,1,8,18,28,31,8,9
18-Jun-10,2,29,31,32,38,1,4
11-Jun-10,2,22,24,36,44,1,2
04-Jun-10,4,17,34,40,42,4,9
28-May-10,4,9,31,32,33,3,7
21-May-10,7,19,30,38,50,4,7
14-May-10,1,17,31,43,47,2,3
07-May-10,3,6,15,21,32,7,9
30-Apr-10,6,22,24,25,36,3,8
23-Apr-10,3,7,8,43,46,6,8
16-Apr-10,9,11,17,26,40,3,9
09-Apr-10,7,21,23,24,44,3,4
02-Apr-10,12,18,24,26,45,4,5
26-Mar-10,8,16,18,37,43,2,6
19-Mar-10,10,28,30,38,39,2,7
12-Mar-10,1,26,33,36,46,6,7
05-Mar-10,12,18,19,43,49,3,9
26-Feb-10,7,11,18,29,42,6,7
19-Feb-10,12,31,37,38,43,2,3
12-Feb-10,1,5,18,38,45,4,6
05-Feb-10,34,35,38,39,46,3,4
29-Jan-10,9,17,30,39,43,5,7
22-Jan-10,4,22,27,36,44,7,9
15-Jan-10,11,26,29,49,50,4,7
08-Jan-10,4,5,14,44,46,8,9
01-Jan-10,9,22,24,27,36,5,7
25-Dec-09,4,5,14,17,34,3,5
18-Dec-09,14,30,32,35,49,3,8
11-Dec-09,20,41,43,44,46,2,9
04-Dec-09,18,19,25,30,44,1,3
27-Nov-09,5,8,13,15,33,8,9
20-Nov-09,5,9,28,43,47,2,9
13-Nov-09,13,15,25,26,32,3,4
06-Nov-09,11,19,34,43,45,5,9
30-Oct-09,9,33,35,38,40,2,6
23-Oct-09,6,18,20,29,31,2,8
16-Oct-09,12,23,30,31,47,3,4
09-Oct-09,7,11,29,46,50,4,7
02-Oct-09,22,23,24,29,44,1,5
25-Sep-09,6,17,18,21,34,3,9
18-Sep-09,6,16,30,38,41,2,4
11-Sep-09,12,15,35,42,43,4,6
04-Sep-09,6,9,20,38,39,3,9
28-Aug-09,8,36,37,41,49,5,7
21-Aug-09,4,7,16,31,42,3,5
14-Aug-09,5,8,24,30,49,3,9
07-Aug-09,10,20,22,24,31,2,7
31-Jul-09,5,9,20,21,26,3,6
24-Jul-09,14,15,25,35,47,5,9
17-Jul-09,2,8,17,32,50,3,7
10-Jul-09,6,16,20,42,46,1,6
03-Jul-09,21,29,34,46,47,6,8
26-Jun-09,6,11,21,30,39,2,8
19-Jun-09,4,16,17,20,29,5,7
12-Jun-09,6,14,16,34,50,4,6
05-Jun-09,11,19,26,35,40,2,5
29-May-09,2,5,30,37,47,3,6
22-May-09,4,13,14,33,43,1,6
15-May-09,8,18,19,20,42,5,9
08-May-09,4,23,24,29,31,8,9
01-May-09,5,19,31,38,47,3,5
24-Apr-09,4,14,21,24,41,5,8
17-Apr-09,4,7,21,44,47,1,5
10-Apr-09,9,14,16,37,46,2,4
03-Apr-09,2,20,24,32,46,1,9
27-Mar-09,25,33,36,38,42,6,7
20-Mar-09,12,16,23,31,35,4,6
13-Mar-09,12,24,26,36,42,1,4
06-Mar-09,13,17,19,25,35,5,6
27-Feb-09,5,9,37,44,45,6,9
20-Feb-09,9,12,13,14,48,1,2
13-Feb-09,22,33,36,40,42,1,2
06-Feb-09,10,20,30,36,40,3,5
30-Jan-09,4,29,34,35,46,5,8
23-Jan-09,32,33,36,40,49,2,8
16-Jan-09,3,17,22,49,50,3,6
09-Jan-09,7,15,22,28,48,1,4
02-Jan-09,29,30,36,37,48,1,6
26-Dec-08,1,2,26,44,50,1,7
19-Dec-08,28,29,40,46,50,5,7
12-Dec-08,2,19,28,42,49,2,7
05-Dec-08,4,8,21,35,45,5,8
28-Nov-08,8,11,16,25,41,2,4
21-Nov-08,9,14,21,49,50,3,8
14-Nov-08,8,10,14,21,26,3,4
07-Nov-08,1,9,12,17,18,3,4
31-Oct-08,3,18,25,34,41,2,5
24-Oct-08,7,15,16,17,45,6,9
17-Oct-08,3,10,12,42,50,1,5
10-Oct-08,4,15,22,31,41,1,6
03-Oct-08,4,13,19,23,38,2,3
26-Sep-08,14,29,31,33,37,1,2
19-Sep-08,14,16,19,20,31,6,9
12-Sep-08,19,23,33,37,50,3,7
05-Sep-08,7,12,16,17,39,3,8
29-Aug-08,2,20,25,37,39,5,8
22-Aug-08,7,27,29,39,50,5,7
15-Aug-08,11,17,18,26,31,5,6
08-Aug-08,4,5,15,16,45,4,7
01-Aug-08,1,22,25,40,50,1,8
25-Jul-08,7,11,15,24,29,2,7
18-Jul-08,10,14,16,29,44,5,6
11-Jul-08,9,11,13,19,37,3,4
04-Jul-08,7,19,22,27,48,5,7
27-Jun-08,5,20,26,44,50,5,7
20-Jun-08,8,11,36,37,45,3,5
13-Jun-08,13,16,37,44,50,1,9
06-Jun-08,7,19,21,40,50,2,9
30-May-08,5,7,14,20,49,2,8
23-May-08,5,9,19,21,38,1,7
16-May-08,6,9,15,25,38,4,9
09-May-08,8,9,40,42,45,6,7
02-May-08,2,26,37,45,48,4,8
25-Apr-08,4,19,26,27,30,3,8
18-Apr-08,3,6,7,27,50,5,9
11-Apr-08,6,25,30,45,50,5,7
04-Apr-08,11,13,18,37,47,1,6
28-Mar-08,5,9,17,29,39,3,6
21-Mar-08,2,10,18,22,36,4,6
14-Mar-08,13,21,25,35,48,4,8
07-Mar-08,2,7,14,17,35,1,6
29-Feb-08,12,37,40,47,49,2,9
22-Feb-08,4,27,32,46,50,8,9
15-Feb-08,12,27,29,45,46,4,7
08-Feb-08,17,28,30,38,44,1,4
01-Feb-08,22,30,45,47,49,4,9
25-Jan-08,2,6,9,19,45,7,8
18-Jan-08,14,16,23,40,46,4,8
11-Jan-08,8,24,36,49,50,4,8
04-Jan-08,10,12,24,25,41,3,5
28-Dec-07,20,21,22,31,45,7,9
21-Dec-07,7,9,28,37,44,6,7
14-Dec-07,8,25,30,36,44,3,4
07-Dec-07,2,4,32,43,48,1,7
30-Nov-07,12,19,20,30,38,7,9
23-Nov-07,2,10,22,29,48,3,9
16-Nov-07,9,18,23,33,37,1,8
09-Nov-07,5,14,22,25,36,5,6
02-Nov-07,3,16,18,19,40,1,2
26-Oct-07,7,20,38,40,43,1,8
19-Oct-07,7,18,34,35,40,7,8
12-Oct-07,21,32,36,46,47,3,4
05-Oct-07,11,20,27,35,44,2,5
28-Sep-07,22,30,34,35,44,4,5
21-Sep-07,1,17,32,35,37,1,8
14-Sep-07,5,9,11,29,33,7,9
07-Sep-07,2,3,33,34,42,3,5
31-Aug-07,6,18,22,23,37,5,6
24-Aug-07,1,3,16,42,48,2,3
17-Aug-07,2,3,13,38,42,7,8
10-Aug-07,23,40,42,43,49,2,6
03-Aug-07,10,30,33,37,41,1,8
27-Jul-07,1,4,21,29,41,7,8
20-Jul-07,10,21,25,26,50,4,9
13-Jul-07,9,13,15,31,48,3,6
06-Jul-07,4,5,19,39,41,8,9
29-Jun-07,8,12,28,33,45,1,3
22-Jun-07,11,16,17,22,34,5,6
15-Jun-07,5,7,14,21,40,3,8
08-Jun-07,1,15,17,25,45,2,8
01-Jun-07,6,22,37,41,42,6,9
25-May-07,25,26,29,49,50,7,8
18-May-07,26,34,37,39,49,2,6
11-May-07,7,12,26,29,49,2,6
04-May-07,6,17,35,41,45,1,5
27-Apr-07,7,18,27,36,44,1,2
20-Apr-07,23,26,32,41,45,3,7
13-Apr-07,7,20,25,38,41,3,7
06-Apr-07,15,23,29,41,48,3,6
30-Mar-07,9,17,19,41,46,1,8
23-Mar-07,5,13,17,40,43,1,3
16-Mar-07,4,14,31,45,49,4,9
09-Mar-07,2,3,25,43,48,6,9
02-Mar-07,3,16,34,38,48,5,8
23-Feb-07,2,15,18,20,22,2,5
16-Feb-07,8,19,20,39,50,6,9
09-Feb-07,14,16,30,36,46,2,8
02-Feb-07,14,23,27,30,36,1,6
26-Jan-07,11,15,23,30,38,4,9
19-Jan-07,5,13,27,33,42,2,4
12-Jan-07,8,11,14,19,25,3,5
05-Jan-07,17,19,29,36,45,5,6
29-Dec-06,6,9,13,14,35,3,4
22-Dec-06,9,11,20,38,43,2,3
15-Dec-06,9,23,35,37,42,3,7
08-Dec-06,16,17,18,36,47,1,2
01-Dec-06,4,8,16,37,41,2,5
24-Nov-06,5,8,17,25,40,1,5
17-Nov-06,12,22,32,33,36,2,6
10-Nov-06,14,21,27,30,36,2,3
03-Nov-06,11,13,24,44,49,3,9
27-Oct-06,3,4,8,44,50,7,8
20-Oct-06,10,19,34,45,47,3,6
13-Oct-06,2,25,32,38,41,3,5
06-Oct-06,5,11,22,35,38,7,8
29-Sep-06,1,3,6,18,24,5,8
22-Sep-06,10,29,30,45,49,3,8
15-Sep-06,6,10,16,26,49,7,9
08-Sep-06,1,10,12,32,33,1,8
01-Sep-06,3,7,25,45,50,6,9
25-Aug-06,10,28,40,47,48,6,8
18-Aug-06,12,37,39,40,50,1,2
11-Aug-06,27,28,31,46,47,2,5
04-Aug-06,1,14,15,26,32,3,7
28-Jul-06,3,8,12,29,43,6,7
21-Jul-06,2,4,9,38,50,6,8
14-Jul-06,1,7,17,31,36,2,8
07-Jul-06,7,9,18,35,43,5,7
30-Jun-06,6,15,16,40,43,1,2
23-Jun-06,9,21,30,43,44,1,9
16-Jun-06,1,16,26,30,36,3,9
09-Jun-06,3,12,15,34,39,4,6
02-Jun-06,7,8,27,41,48,1,6
26-May-06,2,12,21,41,49,3,7
19-May-06,3,5,25,34,49,5,8
12-May-06,5,20,23,34,50,1,5
05-May-06,4,8,14,16,50,3,9
28-Apr-06,5,10,17,22,33,5,7
21-Apr-06,1,20,22,37,46,1,9
14-Apr-06,16,26,34,35,49,2,6
07-Apr-06,12,13,29,44,50,4,5
31-Mar-06,3,20,31,45,50,6,7
24-Mar-06,17,28,33,35,47,4,9
17-Mar-06,5,32,44,45,50,1,7
10-Mar-06,1,21,33,45,49,4,8
03-Mar-06,3,5,8,10,44,3,5
24-Feb-06,1,11,18,19,47,3,7
17-Feb-06,4,23,24,26,38,2,4
10-Feb-06,5,6,38,48,50,6,7
03-Feb-06,9,21,30,39,50,1,3
27-Jan-06,9,15,21,40,49,1,4
20-Jan-06,12,15,33,44,50,2,6
13-Jan-06,8,12,19,33,34,1,6
06-Jan-06,2,6,9,14,26,4,5
30-Dec-05,8,16,19,43,45,1,4
23-Dec-05,15,31,36,37,42,1,7
16-Dec-05,2,3,15,18,32,6,7
09-Dec-05,11,18,35,38,42,1,5
02-Dec-05,1,9,20,23,30,4,7
25-Nov-05,1,6,27,39,47,1,6
18-Nov-05,17,18,25,34,48,2,3
11-Nov-05,15,16,36,41,42,3,5
04-Nov-05,26,36,37,38,42,2,6
28-Oct-05,14,36,44,47,50,3,5
21-Oct-05,1,14,19,29,33,1,8
14-Oct-05,10,11,19,20,23,1,6
07-Oct-05,2,13,21,26,44,3,9
30-Sep-05,6,11,47,48,50,1,6
23-Sep-05,1,26,31,34,47,4,9
16-Sep-05,12,13,19,21,38,3,9
09-Sep-05,8,12,19,31,50,6,7
02-Sep-05,3,4,14,43,50,3,6
26-Aug-05,9,29,35,40,41,1,6
19-Aug-05,11,24,29,31,41,1,3
12-Aug-05,15,23,30,37,40,7,9
05-Aug-05,2,11,21,22,30,4,6
29-Jul-05,3,19,26,49,50,4,5
22-Jul-05,3,14,41,48,49,1,4
15-Jul-05,1,11,12,23,42,3,6
08-Jul-05,35,36,42,46,49,2,8
01-Jul-05,4,5,23,25,28,3,4
24-Jun-05,6,8,14,15,45,7,8
17-Jun-05,4,8,10,18,21,1,7
10-Jun-05,6,7,32,37,47,1,7
03-Jun-05,3,8,11,17,50,1,5
27-May-05,2,24,31,48,50,4,9
20-May-05,6,7,13,28,47,5,8
13-May-05,12,17,31,32,40,2,9
06-May-05,7,12,21,26,44,6,8
29-Apr-05,3,9,35,39,42,1,8
22-Apr-05,3,10,13,24,47,5,9
15-Apr-05,6,28,31,38,42,3,9
08-Apr-05,7,11,25,31,50,1,3
01-Apr-05,25,26,41,44,47,3,7
25-Mar-05,4,29,33,37,38,6,9
18-Mar-05,6,23,39,43,48,5,7
11-Mar-05,8,12,23,40,43,1,4
04-Mar-05,12,24,32,37,39,7,9
25-Feb-05,3,27,30,43,44,4,8
18-Feb-05,20,21,26,32,46,8,9
11-Feb-05,11,13,25,32,50,4,7
04-Feb-05,1,8,11,30,40,7,8
28-Jan-05,7,21,26,43,45,5,7
21-Jan-05,10,12,14,24,26,5,8
14-Jan-05,6,11,14,19,29,1,3
07-Jan-05,3,23,27,47,50,2,3
31-Dec-04,7,8,24,25,47,8,9
24-Dec-04,3,4,27,29,37,5,6
17-Dec-04,15,19,22,46,49,2,9
10-Dec-04,1,3,13,16,43,2,7
03-Dec-04,1,11,15,42,49,3,4
26-Nov-04,1,4,24,34,36,6,8
19-Nov-04,1,18,29,34,37,2,6
12-Nov-04,4,11,12,13,32,3,9
05-Nov-04,6,19,25,42,49,1,7
29-Oct-04,1,8,32,35,38,4,9
22-Oct-04,1,9,23,25,40,3,9
15-Oct-04,14,21,22,37,43,5,8
08-Oct-04,1,10,12,16,48,2,6
01-Oct-04,12,20,21,45,48,5,6
24-Sep-04,21,26,27,44,48,1,7
17-Sep-04,15,18,29,39,41,5,8
10-Sep-04,5,25,33,36,38,2,5
03-Sep-04,8,12,14,15,34,6,7
27-Aug-04,1,11,22,28,44,1,9
20-Aug-04,6,9,10,27,35,6,8
13-Aug-04,20,27,41,43,50,5,8
06-Aug-04,5,15,24,35,44,5,6
30-Jul-04,9,10,19,37,50,1,6
23-Jul-04,7,10,27,31,34,3,8
16-Jul-04,24,26,31,38,50,5,8
09-Jul-04,2,5,12,19,44,8,9
02-Jul-04,4,23,24,28,34,1,3
25-Jun-04,3,21,30,34,35,1,2
18-Jun-04,2,23,28,40,43,2,6
11-Jun-04,2,7,8,10,47,1,7
04-Jun-04,9,13,34,41,42,3,7
28-May-04,6,11,35,41,44,5,6
21-May-04,15,29,37,39,49,4,9
14-May-04,1,3,21,32,39,2,6
07-May-04,15,16,21,36,38,1,5
30-Apr-04,5,6,16,23,27,6,7
23-Apr-04,6,10,21,45,49,3,5
16-Apr-04,14,15,28,35,40,1,3
09-Apr-04,1,4,10,19,23,2,8
02-Apr-04,4,12,24,27,36,2,9
26-Mar-04,3,4,10,23,43,2,4
19-Mar-04,33,36,37,42,45,4,9
12-Mar-04,15,24,28,44,47,4,5
05-Mar-04,4,7,33,37,39,1,5
27-Feb-04,14,18,19,31,37,4,5
20-Feb-04,7,13,39,47,50,2,5
13-Feb-04,16,29,32,36,41,7,9
